office,district_id,district,district_md_ref,district_web_ref,legislator,party,city_town,percent,PVI,PVI_N,summary
State Senate,58728,First Worcester,[First Worcester](state-senate-first-worcester.html),<a href=state-senate-first-worcester.html>First Worcester</a>,Robyn K. Kennedy (D-Worcester),Democratic,Worcester,1.0,D+17,16.51094380074456,"The First Worcester State Senate District is currently represented by Robyn K. Kennedy (D-Worcester), who is running unopposed in the 2024 election. The district encompasses parts of Worcester and several surrounding towns, with 58% white and 42% minority population, covering an area of 107 square miles."
State Senate,58710,Fourth Middlesex,[Fourth Middlesex](state-senate-fourth-middlesex.html),<a href=state-senate-fourth-middlesex.html>Fourth Middlesex</a>,Cindy F. Friedman (D-Arlington),Democratic,Arlington,1.0,D+17,17.20513975219945,"The Massachusetts Fourth Middlesex State Senate District is currently represented by incumbent Democrat Cindy F. Friedman of Arlington, who has held the seat since winning a special election in 2017. The district encompasses Arlington, Billerica, Burlington, parts of Lexington (precincts 1, 2, 4, 5, 6, 7), and Woburn."
State Senate,58703,Hampden,[Hampden](state-senate-hampden.html),<a href=state-senate-hampden.html>Hampden</a>,Adam Gomez (D-Springfield),Democratic,Springfield,1.0,D+18,17.828746548560225,"The Massachusetts Hampden State Senate District is currently represented by Adam Gomez (D-Springfield), who has been in office since 2020 and was most recently reelected unopposed in 2022. The district covers parts of Springfield and Chicopee, with a diverse population that is 69% minority (48% Hispanic, 16% Black) and has a 25% poverty rate."
State Senate,64692,Hampden and Hampshire,[Hampden and Hampshire](state-senate-hampden-and-hampshire.html),<a href=state-senate-hampden-and-hampshire.html>Hampden and Hampshire</a>,John C. Velis (D-Westfield),Democratic,Westfield,1.0,D+6,5.586442374364053,"The Hampden and Hampshire State Senate District in Massachusetts is currently represented by incumbent Democratic Senator John C. Velis of Westfield. The district covers parts of western Massachusetts, including all or portions of Agawam, Chicopee, Easthampton, Holyoke, Montgomery, Russell, Southampton, West Springfield, and Westfield. The district has a total population of 167,016 and has traditionally leaned Democratic in recent elections."
State Senate,65023,"Hampden, Hampshire and Worcester","[Hampden, Hampshire and Worcester](state-senate-hampden-hampshire-and-worcester.html)","<a href=state-senate-hampden-hampshire-and-worcester.html>Hampden, Hampshire and Worcester</a>",Jacob R. Oliveira (D-Ludlow),Democratic,Ludlow,1.0,D+5,4.932168934103808,"This state senate district includes parts of Chicopee and Springfield, as well as several complete towns including Belchertown, East Longmeadow, Granby, Hampden, Longmeadow, Ludlow, Palmer, South Hadley, Warren, and Wilbraham. The district is currently represented by Democrat Jacob R. Oliveira of Ludlow, who first won the seat in 2022 with 56% of the vote and is running unopposed in 2024."
State Senate,64949,"Hampshire, Franklin and Worcester","[Hampshire, Franklin and Worcester](state-senate-hampshire-franklin-and-worcester.html)","<a href=state-senate-hampshire-franklin-and-worcester.html>Hampshire, Franklin and Worcester</a>",Jo Comerford (D-Northampton),Democratic,Northampton,1.0,D+23,22.661200817202452,"The Massachusetts Hampshire, Franklin and Worcester State Senate District is currently represented by incumbent Jo Comerford (D-Northampton) who has held the seat since 2018 and has run unopposed in recent elections. The district spans 25 municipalities in western Massachusetts including Amherst, Northampton, Greenfield, and surrounding towns, covering 783 square miles with approximately 160,574 residents."
State Senate,64693,Middlesex and Norfolk,[Middlesex and Norfolk](state-senate-middlesex-and-norfolk.html),<a href=state-senate-middlesex-and-norfolk.html>Middlesex and Norfolk</a>,Karen E. Spilka (D-Ashland),Democratic,Ashland,1.0,D+21,21.1605689270696,"The Massachusetts Middlesex and Norfolk State Senate District, represented by incumbent Karen E. Spilka (D-Ashland), encompasses the cities/towns of Ashland, Framingham, Holliston, Hopkinton, Medway, and Natick. Spilka has won re-election unopposed in the most recent elections."
State Senate,64656,Middlesex and Suffolk,[Middlesex and Suffolk](state-senate-middlesex-and-suffolk.html),<a href=state-senate-middlesex-and-suffolk.html>Middlesex and Suffolk</a>,Sal N. DiDomenico (D-Everett),Democratic,Everett,1.0,D+31,30.82359925048955,"The Massachusetts Middlesex and Suffolk State Senate District is represented by incumbent Sal N. DiDomenico (D-Everett), who has won his elections with 100% of the vote since at least 2012. The district covers parts of Boston and Cambridge, as well as Chelsea and Everett, with a diverse population that is 56% minority residents."
State Senate,58715,Middlesex and Worcester,[Middlesex and Worcester](state-senate-middlesex-and-worcester.html),<a href=state-senate-middlesex-and-worcester.html>Middlesex and Worcester</a>,James B. Eldridge (D-Marlborough),Democratic,Marlborough,1.0,D+21,21.443548298873104,"The Middlesex and Worcester State Senate District in Massachusetts is currently represented by Democratic incumbent James B. Eldridge from Marlborough, who has held the seat since 2008. The district encompasses several towns in eastern Massachusetts including Acton, Ayer, Boxborough, Harvard, Hudson, Littleton, Marlborough, Maynard, Southborough, Stow, Sudbury, and Wayland."
State Senate,65028,Norfolk and Middlesex,[Norfolk and Middlesex](state-senate-norfolk-and-middlesex.html),<a href=state-senate-norfolk-and-middlesex.html>Norfolk and Middlesex</a>,Cynthia Stone Creem (D-Newton),Democratic,Newton,1.0,D+32,32.4504218278043,"This Massachusetts state senate district is represented by incumbent Democrat Cynthia Stone Creem of Newton, who has run unopposed in recent elections. The district covers parts of Brookline, Newton, and Wellesley, with a total population of about 181,313."
State Senate,58718,Norfolk and Plymouth,[Norfolk and Plymouth](state-senate-norfolk-and-plymouth.html),<a href=state-senate-norfolk-and-plymouth.html>Norfolk and Plymouth</a>,John F. Keenan (D-Quincy),Democratic,Quincy,1.0,D+9,9.082035835637392,"This Massachusetts Norfolk and Plymouth State Senate district is currently represented by John F. Keenan (D-Quincy), who has held the seat since 2010 and ran unopposed in the 2024 election. The district includes parts of Braintree, as well as Abington, Hanover, Holbrook, Quincy, and Rockland."
State Senate,64862,Norfolk and Suffolk,[Norfolk and Suffolk](state-senate-norfolk-and-suffolk.html),<a href=state-senate-norfolk-and-suffolk.html>Norfolk and Suffolk</a>,Michael F. Rush (D-Boston),Democratic,Boston,1.0,D+19,18.86430200238145,"The Norfolk and Suffolk State Senate District in Massachusetts is represented by incumbent Michael F. Rush (D-Boston), who has run unopposed since at least 2012. The district encompasses parts of Boston as well as Dedham, Norwood, Walpole, and Westwood, with a population of 183,656 that is predominantly white (69%) with 31% minority residents."
State Senate,65027,"Norfolk, Plymouth and Bristol","[Norfolk, Plymouth and Bristol](state-senate-norfolk-plymouth-and-bristol.html)","<a href=state-senate-norfolk-plymouth-and-bristol.html>Norfolk, Plymouth and Bristol</a>","William J. Driscoll, Jr (D-Milton)",Democratic,Milton,1.0,D+12,11.658550094168165,"This is a Massachusetts state senate district with an incumbent Democrat, William J. Driscoll, Jr. of Milton (who appears to be replacing Walter F. Timilty, Jr.). The district includes parts of Braintree and Randolph, as well as the towns of Bridgewater, Easton, Milton, Stoughton, and West Bridgewater, covering an area of 120 square miles with a population of 166,202."
State Senate,65024,"Norfolk, Worcester and Middlesex","[Norfolk, Worcester and Middlesex](state-senate-norfolk-worcester-and-middlesex.html)","<a href=state-senate-norfolk-worcester-and-middlesex.html>Norfolk, Worcester and Middlesex</a>",Rebecca L. Rausch (D-Needham),Democratic,Needham,0.5890412366895531,D+13,12.964356385234389,"The Norfolk, Worcester and Middlesex State Senate District is currently represented by Democratic incumbent Rebecca L. Rausch of Needham, who won re-election in 2024 with 59% of the vote. The district spans 11 communities across three counties including Bellingham, Dover, Franklin, Medfield, Milford, Millis, Needham, Norfolk, Plainville, Sherborn, and Wrentham."
State Senate,58719,Plymouth and Barnstable,[Plymouth and Barnstable](state-senate-plymouth-and-barnstable.html),<a href=state-senate-plymouth-and-barnstable.html>Plymouth and Barnstable</a>,Dylan A. Fernandes (D-Falmouth),Democratic,Falmouth,0.5121328114174865,D+6,6.0986180739747375,"The Massachusetts Plymouth and Barnstable State Senate District covers towns including Bourne, Falmouth, Kingston, Mashpee, Pembroke, Plymouth, Plympton, and Sandwich. The district is currently represented by Democrat Susan Lynn Moran of Falmouth, who won her seat in the 2022 election with 56% of the vote."
State Senate,58697,Second Bristol and Plymouth,[Second Bristol and Plymouth](state-senate-second-bristol-and-plymouth.html),<a href=state-senate-second-bristol-and-plymouth.html>Second Bristol and Plymouth</a>,Mark C. Montigny (D-New Bedford),Democratic,New Bedford,1.0,D+4,3.935096690163764,"The Massachusetts Second Bristol and Plymouth State Senate District is represented by long-serving Democratic incumbent Mark C. Montigny of New Bedford. The district encompasses parts of southeastern Massachusetts including Acushnet, Dartmouth, Fairhaven, Mattapoisett, and New Bedford."
State Senate,55780,Second Essex,[Second Essex](state-senate-second-essex.html),<a href=state-senate-second-essex.html>Second Essex</a>,Joan B. Lovely (D-Salem),Democratic,Salem,0.6685189020040956,D+13,12.9289467569208,"The Massachusetts Second Essex State Senate District is represented by incumbent Democratic Senator Joan B. Lovely of Salem, who has held the seat since 2012. The district covers parts of northeastern Massachusetts including Beverly, Danvers, Peabody, and Salem, with a population of approximately 167,000 residents."
State Senate,58701,Second Essex and Middlesex,[Second Essex and Middlesex](state-senate-second-essex-and-middlesex.html),<a href=state-senate-second-essex-and-middlesex.html>Second Essex and Middlesex</a>,Barry R. Finegold (D-Andover),Democratic,Andover,1.0,D+8,8.143477036493207,"The Massachusetts Second Essex and Middlesex State Senate District is represented by incumbent Democrat Barry R. Finegold of Andover. The district spans portions of Essex and Middlesex counties, including Amesbury, Andover, parts of Haverhill, Merrimac, North Andover, Tewksbury, and Wilmington."
State Senate,58708,Second Middlesex,[Second Middlesex](state-senate-second-middlesex.html),<a href=state-senate-second-middlesex.html>Second Middlesex</a>,Patricia D. Jehlen (D-Somerville),Democratic,Somerville,1.0,D+33,32.50176308863265,"The Massachusetts Second Middlesex State Senate District is currently represented by Democratic incumbent Patricia D. Jehlen of Somerville, who has held the seat since winning a special election in 2005. The district covers parts of Cambridge, Medford, Somerville, and Winchester, with a population of approximately 180,000 residents."
State Senate,65021,Second Plymouth and Norfolk,[Second Plymouth and Norfolk](state-senate-second-plymouth-and-norfolk.html),<a href=state-senate-second-plymouth-and-norfolk.html>Second Plymouth and Norfolk</a>,Michael D. Brady (D-Brockton),Democratic,Brockton,1.0,D+14,13.552147878024511,"The Massachusetts Second Plymouth and Norfolk State Senate District covers Avon, Brockton, East Bridgewater, Halifax, Hanson, parts of Randolph (precincts 1, 2, 3, 7, 8), and Whitman. The current incumbent is Michael D. Brady (D-Brockton), who won his most recent election in 2022 with 64% of the vote against Republican challenger Jim Gordon."
State Senate,58724,Second Suffolk,[Second Suffolk](state-senate-second-suffolk.html),<a href=state-senate-second-suffolk.html>Second Suffolk</a>,Liz Miranda (D-Boston),Democratic,Boston,1.0,D+40,40.2087692868763,"This district is currently represented by incumbent State Senator Liz Miranda (D-Boston). The district encompasses parts of Boston, including sections of Dorchester, Roxbury, and parts of Jamaica Plain, with a diverse population that is 80% minority and 20% white."
State Senate,58729,Second Worcester,[Second Worcester](state-senate-second-worcester.html),<a href=state-senate-second-worcester.html>Second Worcester</a>,Michael O. Moore (D-Millbury),Democratic,Millbury,1.0,D+12,11.567678489701482,"The Massachusetts Second Worcester State Senate District is currently represented by incumbent Democratic Senator Michael O. Moore from Millbury, who has held the seat since 2008 and has run unopposed in the last four elections. The district includes portions of Worcester and the towns of Auburn, Grafton, Millbury, Shrewsbury, and Westborough, with a population of approximately 167,287 residents."
State Senate,64878,Suffolk and Middlesex,[Suffolk and Middlesex](state-senate-suffolk-and-middlesex.html),<a href=state-senate-suffolk-and-middlesex.html>Suffolk and Middlesex</a>,William N. Brownsberger (D-Belmont),Democratic,Belmont,1.0,D+33,32.56648583953291,"This Massachusetts state senate district, encompassing parts of Boston, Cambridge, Belmont, and Watertown, is currently represented by incumbent Democrat William N. Brownsberger from Belmont. The district has a population of approximately 174,633 residents and covers 17 square miles in the eastern part of the state."
State Senate,65025,Third Bristol and Plymouth,[Third Bristol and Plymouth](state-senate-third-bristol-and-plymouth.html),<a href=state-senate-third-bristol-and-plymouth.html>Third Bristol and Plymouth</a>,Kelly A. Dooner (R-Taunton),Republican,Taunton,0.4836398981521589,R+1,-0.7007936319190278,"The Third Bristol and Plymouth State Senate District, currently represented by Republican Kelly A. Dooner who narrowly defeated Democrat Joseph Richard Pacheco in 2024, covers ten communities in southeastern Massachusetts including Taunton, Wareham, Middleborough, and several other towns. The district has a predominantly white (83%) population with 43% classified as white working-class, and spans an area of 339 square miles."
State Senate,64702,Third Essex,[Third Essex](state-senate-third-essex.html),<a href=state-senate-third-essex.html>Third Essex</a>,Brendan Peter Crighton (D-Lynn),Democratic,Lynn,1.0,D+12,11.911769508162951,"The Massachusetts Third Essex State Senate District is currently represented by Democrat Brendan Peter Crighton of Lynn, who has held the seat since winning a special election in 2018 and has run unopposed in most elections. The district includes Lynn, Lynnfield, Marblehead, Nahant, Saugus, and Swampscott, covering 42 square miles with a population of 179,487."
State Senate,58709,Third Middlesex,[Third Middlesex](state-senate-third-middlesex.html),<a href=state-senate-third-middlesex.html>Third Middlesex</a>,Michael J. Barrett (D-Lexington),Democratic,Lexington,1.0,D+22,22.155391589982187,"The Massachusetts Third Middlesex State Senate District is represented by incumbent Democrat Michael J. Barrett of Lexington, who has served since 2012 and has run unopposed in the last four elections. The district encompasses parts of Middlesex County, including Bedford, Carlisle, Chelmsford, Concord, parts of Lexington, Lincoln, Waltham, and Weston."
State Senate,64948,Third Suffolk,[Third Suffolk](state-senate-third-suffolk.html),<a href=state-senate-third-suffolk.html>Third Suffolk</a>,Lydia Marie Edwards (D-Boston),Democratic,Boston,0.7021946741675229,D+20,20.071702724081295,"This Massachusetts state senate district includes parts of Boston, with a population of approximately 176,801 people. The incumbent is Lydia Marie Edwards (D-Boston), who won reelection in 2024 with 70% of the vote against Republican challenger Jeannamarie Tamas."
State Senate,65026,Worcester and Hampden,[Worcester and Hampden](state-senate-worcester-and-hampden.html),<a href=state-senate-worcester-and-hampden.html>Worcester and Hampden</a>,Ryan C. Fattman (R-Sutton),Republican,Sutton,0.6586679282126644,R+1,-1.3099412039348055,"This is a Massachusetts state senate district covering multiple towns in central Massachusetts, including Blackstone, Charlton, Dudley, and several others. The current incumbent is Ryan C. Fattman, a Republican from Sutton who won reelection in 2024 with 66% of the vote against Democratic challenger Anthony Allard."
State Senate,65022,Worcester and Hampshire,[Worcester and Hampshire](state-senate-worcester-and-hampshire.html),<a href=state-senate-worcester-and-hampshire.html>Worcester and Hampshire</a>,Peter J. Durant (R-Spencer),Republican,Spencer,0.5841712039727873,D+1,1.0676722896603486,"This state senate district, currently represented by Peter J. Durant (R-Spencer) who won the seat in a 2023 special election, covers approximately 617 square miles of central Massachusetts. The district includes 21 municipalities, primarily rural and suburban towns in Worcester and Hampshire counties, along with several precincts in the city of Worcester."
State Senate,58731,Worcester and Middlesex,[Worcester and Middlesex](state-senate-worcester-and-middlesex.html),<a href=state-senate-worcester-and-middlesex.html>Worcester and Middlesex</a>,John J. Cronin (D-Fitchburg),Democratic,Fitchburg,0.5910417205920417,D+9,8.846797761372272,"The Massachusetts Worcester and Middlesex State Senate District is currently represented by incumbent John J. Cronin (D-Fitchburg), who was reelected in 2024 with 59% of the vote. The district encompasses ten municipalities in north-central Massachusetts including Fitchburg, Leominster, Clinton, and portions of Middlesex County."
U.S. House,58691,Eighth,[Eighth](us-house-eighth.html),<a href=us-house-eighth.html>Eighth</a>,Stephen F. Lynch (D-Boston),Democratic,Boston,0.7058047703884915,D+15,15.045252156556876,"This district, which includes parts of Boston and several towns south of the city, has been represented by incumbent Democratic Representative Stephen F. Lynch of Boston since 2013. It covers portions of Boston and surrounding communities including Quincy, Brockton, and other municipalities in eastern Massachusetts."
U.S. House,58688,Fifth,[Fifth](us-house-fifth.html),<a href=us-house-fifth.html>Fifth</a>,Katherine M. Clark (D-Revere),Democratic,Revere,1.0,D+24,23.86286204636846,"This Massachusetts Fifth U.S. House District is currently represented by incumbent Democratic Representative Katherine M. Clark from Revere. The district covers eastern Massachusetts communities including parts of Cambridge, Arlington, Framingham, Lexington, Malden, Medford, and several other municipalities in the greater Boston area."
U.S. House,58684,First,[First](us-house-first.html),<a href=us-house-first.html>First</a>,Richard E. Neal (D-Springfield),Democratic,Springfield,0.6257758275260104,D+8,8.278990832539012,"The First U.S. House District in Massachusetts is represented by incumbent Richard E. Neal (D-Springfield), who has held the seat since 2012. The district covers much of western Massachusetts, including Springfield, Pittsfield, Holyoke, and numerous towns across Berkshire, Hampden, Hampshire, Franklin, and Worcester counties, spanning 2,293 square miles."
U.S. House,58687,Fourth,[Fourth](us-house-fourth.html),<a href=us-house-fourth.html>Fourth</a>,Jake Auchincloss (D-Newton),Democratic,Newton,0.9962161641062366,D+12,11.553235203889578,"The Massachusetts Fourth U.S. House District is currently represented by Democratic incumbent Jake Auchincloss of Newton, who has held the seat since 2021. The district covers 710 square miles in eastern Massachusetts, including portions of Norfolk, Bristol, and Middlesex counties, with a population of approximately 778,000 residents."
U.S. House,58692,Ninth,[Ninth](us-house-ninth.html),<a href=us-house-ninth.html>Ninth</a>,Bill Keating (D-Bourne),Democratic,Bourne,0.5651807166749299,D+7,6.591565859452075,"The Massachusetts Ninth U.S. House District is currently represented by Democratic incumbent Bill Keating of Bourne, who won re-election in 2024 with 57% of the vote. The district covers southeastern Massachusetts, including Cape Cod, the Islands (Martha's Vineyard and Nantucket), and portions of the South Shore and South Coast, encompassing numerous towns from New Bedford to Provincetown."
U.S. House,58685,Second,[Second](us-house-second.html),<a href=us-house-second.html>Second</a>,James P. McGovern (D-Worcester),Democratic,Worcester,0.6879257796041652,D+13,13.207655762446946,"This district is currently represented by Democratic incumbent James P. McGovern from Worcester, who has been consistently winning elections with 65-69% of the vote in recent years. The district covers a large portion of central Massachusetts including Worcester, Northampton, and numerous towns in western and central Massachusetts, encompassing both urban and rural areas."
U.S. House,58690,Seventh,[Seventh](us-house-seventh.html),<a href=us-house-seventh.html>Seventh</a>,Ayanna S. Pressley (D-Boston),Democratic,Boston,1.0,D+34,34.00849263714911,"The Massachusetts Seventh U.S. House District is currently represented by Democratic incumbent Ayanna S. Pressley of Boston, who has held the seat since 2018. The district is a densely populated urban area covering parts of Boston, Cambridge, Chelsea, Everett, Milton, Randolph, and Somerville, with a diverse population that is 61% minority."
U.S. House,58689,Sixth,[Sixth](us-house-sixth.html),<a href=us-house-sixth.html>Sixth</a>,Seth W. Moulton (D-Salem),Democratic,Salem,1.0,D+12,11.583484566037871,"The Massachusetts Sixth U.S. House District is located in northeastern Massachusetts and is currently represented by incumbent Democrat Seth W. Moulton of Salem. The district covers a population of 771,092 across 553 square miles in Essex County and parts of Middlesex County, including communities like Beverly, Gloucester, Lynn, Peabody, Salem, and portions of several other municipalities."
U.S. House,58686,Third,[Third](us-house-third.html),<a href=us-house-third.html>Third</a>,Lori Loureiro Trahan (D-Westford),Democratic,Westford,1.0,D+11,11.06231803372113,"The Massachusetts Third U.S. House District is represented by incumbent Lori Loureiro Trahan, a Democrat from Westford. The district covers portions of northeastern Massachusetts including parts of Middlesex, Worcester, and Essex counties, encompassing communities such as Acton, Lowell, Fitchburg, and portions of Billerica and Groton."
