office_branch,office_id,office,district,district_display,district_id,election_id,election_date,is_special,total_votes,blank_votes,all_other_votes,num_candidates,id_winner,name_winner,city_town_winner,party_winner,id_incumbent,name_incumbent,city_town_incumbent,party_incumbent,id_dem,name_dem,city_town_dem,votes_dem,percent_dem,id_gop,name_gop,city_town_gop,votes_gop,percent_gop,id_third_party,name_third_party,city_town_third_party,votes_third_party,percent_third_party,party_third_party,id_write_in,name_write_in,city_town_write_in,votes_write_in,percent_write_in,party_write_in,election_year,incumbent_status,dem_win,dem_margin,pres_elec,pvi_year,PVI_N,PVI
Legislative,8,State Representative,Sixteenth Middlesex,16th Middlesex,58806,154491,2022-11-08,FALSE,11839,707,24,2,78645,Rodney M. Elliott,Lowell,Democratic,NA,NA,NA,NA,78645,Rodney M. Elliott,Lowell,7270,0.6544832553114872,88362,Karla Jean Miller,Lowell,3838,0.3455167446885128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,No_Incumbent,TRUE,0.3089665106229744,FALSE,2022,10.5069444613574,D+11
Legislative,8,State Representative,Nineteenth Middlesex,19th Middlesex,58809,154583,2022-11-08,FALSE,18749,532,14,2,88422,David A. Robertson,Wilmington,Democratic,NA,NA,NA,NA,88422,David A. Robertson,Wilmington,10248,0.562984123496127,88423,Paul Sarnowski,Wilmington,7955,0.43701587650387297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,No_Incumbent,TRUE,0.12596824699225406,FALSE,2022,-0.125117708500155,EVEN
Legislative,8,State Representative,Twenty-Second Middlesex,22nd Middlesex,58812,154441,2022-11-08,FALSE,17343,347,25,2,62829,Marc T. Lombardo,Billerica,Republican,62829,Marc T. Lombardo,Billerica,Republican,82220,Teresa Nicole English,Billerica,7747,0.4564845913617347,62829,Marc T. Lombardo,Billerica,9224,0.5435154086382653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,GOP_Incumbent,FALSE,-0.08703081727653061,FALSE,2022,0.928482355645898,D+1
Legislative,8,State Representative,Twenty-Eighth Middlesex,28th Middlesex,58818,154514,2022-11-08,FALSE,7471,747,68,2,77847,"Joseph W. Mcgonagle, Jr",Everett,Democratic,77847,"Joseph W. Mcgonagle, Jr",Everett,Democratic,77847,"Joseph W. Mcgonagle, Jr",Everett,4713,0.7080829326923077,NA,NA,NA,NA,NA,70879,Michael K. Marchese,Everett,1943,0.2919170673076923,Unenrolled,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.4161658653846154,FALSE,2022,19.6993419021757,D+20
Legislative,8,State Representative,Thirty-First Middlesex,31st Middlesex,58821,154582,2022-11-08,FALSE,19528,1856,66,2,63046,Michael Seamus Day,Stoneham,Democratic,63046,Michael Seamus Day,Stoneham,Democratic,63046,Michael Seamus Day,Stoneham,12527,0.7115188004089515,NA,NA,NA,NA,NA,89494,Theodore Christos Menounos,Winchester,5079,0.2884811995910485,Unenrolled,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.42303760081790304,FALSE,2022,13.2062868560174,D+13
Legislative,8,State Representative,Thirty-Sixth Middlesex,36th Middlesex,58826,154506,2022-11-08,FALSE,17112,581,0,2,62857,Colleen M. Garry,Dracut,Democratic,62857,Colleen M. Garry,Dracut,Democratic,62857,Colleen M. Garry,Dracut,10025,0.6064363922327748,62856,George Derek Boag,Dracut,6506,0.3935636077672252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.21287278446554958,FALSE,2022,-3.07500369644124,R+3
Legislative,8,State Representative,Second Norfolk,2nd Norfolk,58829,154571,2022-11-08,FALSE,14692,671,14,2,62862,Tackey Chan,Quincy,Democratic,62862,Tackey Chan,Quincy,Democratic,62862,Tackey Chan,Quincy,9888,0.7059327479117584,88415,Sharon Marie Cintolo,Quincy,4119,0.2940672520882416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.41186549582351684,FALSE,2022,15.3409105599521,D+15
Legislative,8,State Representative,Fourth Norfolk,4th Norfolk,58831,154586,2022-11-08,FALSE,16489,444,12,2,62869,James Michael Murphy,Weymouth,Democratic,62869,James Michael Murphy,Weymouth,Democratic,62869,James Michael Murphy,Weymouth,10255,0.6396182872824799,82262,Paul J. Rotondo,Weymouth,5778,0.3603817127175201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.2792365745649598,FALSE,2022,7.32204620355271,D+7
Legislative,8,State Representative,Eighth Norfolk,8th Norfolk,58835,154554,2022-11-08,FALSE,18724,1059,8,2,82268,Ted Philips,Sharon,Democratic,82268,Ted Philips,Sharon,Democratic,82268,Ted Philips,Sharon,12257,0.6941722829472731,88408,Howard L. Terban,Stoughton,5400,0.305827717052727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.3883445658945461,FALSE,2022,16.669006646249098,D+17
Legislative,8,State Representative,Ninth Norfolk,9th Norfolk,58836,154556,2022-11-08,FALSE,21302,582,12,2,88411,Marcus S. Vaughn,Wrentham,Republican,NA,NA,NA,NA,88409,Kevin Kalkut,Norfolk,10174,0.49130770716631256,88411,Marcus S. Vaughn,Wrentham,10534,0.5086922928336874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,No_Incumbent,FALSE,-0.017384585667374886,FALSE,2022,5.65592894016063,D+6
Legislative,8,State Representative,Tenth Norfolk,10th Norfolk,58837,154523,2022-11-08,FALSE,19414,501,16,2,74613,Jeffrey N. Roy,Franklin,Democratic,74613,Jeffrey N. Roy,Franklin,Democratic,74613,Jeffrey N. Roy,Franklin,12045,0.6374027623432291,88387,"Charles F. Bailey, III",Franklin,6852,0.362597237656771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.27480552468645814,FALSE,2022,8.96229813728168,D+9
Legislative,8,State Representative,Fourteenth Norfolk,14th Norfolk,58841,154540,2022-11-08,FALSE,18569,3225,120,2,62889,Alice Hanlon Peisch,Wellesley,Democratic,62889,Alice Hanlon Peisch,Wellesley,Democratic,62889,Alice Hanlon Peisch,Wellesley,14057,0.92334471886495,NA,NA,NA,NA,NA,80949,David Rolde,Weston,1167,0.07665528113504992,Green-Rainbow,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.8466894377299,FALSE,2022,25.2483770411038,D+25
Legislative,8,State Representative,First Plymouth,1st Plymouth,58843,154569,2022-11-08,FALSE,22198,588,19,2,78121,Mathew J. Muratore,Plymouth,Republican,78121,Mathew J. Muratore,Plymouth,Republican,70750,Stephen Michael Palmer,Plymouth,9121,0.42244453707563334,78121,Mathew J. Muratore,Plymouth,12470,0.5775554629243667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,GOP_Incumbent,FALSE,-0.15511092584873332,FALSE,2022,2.83602568333233,D+3
Legislative,8,State Representative,Fifth Plymouth,5th Plymouth,58847,154527,2022-11-08,FALSE,19832,419,11,2,78083,David F. Decoste,Norwell,Republican,78083,David F. Decoste,Norwell,Republican,82260,Emmanuel J. Dockter,Hanover,9363,0.4825791155550974,78083,David F. Decoste,Norwell,10039,0.5174208844449026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,GOP_Incumbent,FALSE,-0.034841768889805225,FALSE,2022,0.145981155102026,EVEN
Legislative,8,State Representative,Sixth Plymouth,6th Plymouth,58848,154508,2022-11-08,FALSE,22040,373,1,2,62904,Josh S. Cutler,Duxbury,Democratic,62904,Josh S. Cutler,Duxbury,Democratic,62904,Josh S. Cutler,Duxbury,12163,0.5613865042001293,88374,Kenneth Sweezey,Hanson,9503,0.43861349579987075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.12277300840025851,FALSE,2022,2.50847732823876,D+3
Legislative,8,State Representative,Seventh Plymouth,7th Plymouth,58849,154340,2022-11-08,FALSE,17687,1636,23,2,78515,Alyson M. Sullivan,Abington,Republican,78515,Alyson M. Sullivan,Abington,Republican,NA,NA,NA,NA,NA,78515,Alyson M. Sullivan,Abington,12083,0.7538682305964562,89474,Brandon J. Griffin,Whitman,3945,0.2461317694035438,Workers Party,NA,NA,NA,NA,NA,NA,2022,GOP_Incumbent,FALSE,-0.5077364611929125,FALSE,2022,-1.32889375363438,R+1
Legislative,8,State Representative,Eighth Plymouth,8th Plymouth,58850,154475,2022-11-08,FALSE,16372,620,4,2,62908,Angelo L. D'Emilia,Bridgewater,Republican,62908,Angelo L. D'Emilia,Bridgewater,Republican,88355,Eric J. Haikola,Raynham,6299,0.3999872999746,62908,Angelo L. D'Emilia,Bridgewater,9449,0.6000127000254001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,GOP_Incumbent,FALSE,-0.2000254000508001,FALSE,2022,-1.47919096729318,R+1
Legislative,8,State Representative,Ninth Plymouth,9th Plymouth,58851,154478,2022-11-08,FALSE,16350,896,25,2,78180,Gerard J. Cassidy,Brockton,Democratic,78180,Gerard J. Cassidy,Brockton,Democratic,78180,Gerard J. Cassidy,Brockton,9357,0.6064553762395489,63171,Lawrence P. Novak,Brockton,6072,0.3935446237604511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.21291075247909785,FALSE,2022,7.57917253515029,D+8
Legislative,8,State Representative,Eleventh Plymouth,11th Plymouth,58853,154477,2022-11-08,FALSE,6396,863,53,2,88356,Rita A. Mendes,Brockton,Democratic,NA,NA,NA,NA,88356,Rita A. Mendes,Brockton,5066,0.9244525547445256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88357,Fred Fontaine,Brockton,414,0.07554744525547445,Unenrolled,2022,No_Incumbent,TRUE,0.8489051094890512,FALSE,2022,31.2440446906535,D+31
Legislative,8,State Representative,Twelfth Plymouth,12th Plymouth,58854,154526,2022-11-08,FALSE,20824,593,5,3,78649,Kathleen R. Lanatra,Kingston,Democratic,78649,Kathleen R. Lanatra,Kingston,Democratic,78649,Kathleen R. Lanatra,Kingston,10603,0.524226243449026,88389,Eric J. Meschino,Plymouth,8767,0.4334519924849204,89491,"Charles F. McCoy, Jr",Kingston,856,0.04232176406605359,Unenrolled,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.09077425096410563,FALSE,2022,0.768923979054869,D+1
Legislative,8,State Representative,Fifth Suffolk,5th Suffolk,58859,154450,2022-11-08,FALSE,7409,676,29,3,88344,Christopher J. Worrell,Boston,Democratic,NA,NA,NA,NA,88344,Christopher J. Worrell,Boston,5939,0.8858890214797136,NA,NA,NA,NA,NA,62930,Roy A. Owens,Boston,750,0.11187350835322196,Unenrolled,62927,Althea Garrison,Boston,15,0.00223747016706443,Democratic,2022,No_Incumbent,TRUE,0.7740155131264916,FALSE,2022,41.6109575093128,D+42
Legislative,8,State Representative,Eleventh Suffolk,11th Suffolk,58865,154492,2022-11-08,FALSE,5990,306,5,2,88363,Judith A. Garcia,Chelsea,Democratic,NA,NA,NA,NA,88363,Judith A. Garcia,Chelsea,4127,0.72671244937489,77954,Todd B. Taylor,Chelsea,1552,0.27328755062511007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,No_Incumbent,TRUE,0.4534248987497799,FALSE,2022,27.6364103980508,D+28
Legislative,8,State Representative,Second Worcester,2nd Worcester,58875,154398,2022-11-08,FALSE,14623,285,7,2,74568,Jonathan D. Zlotnik,Gardner,Democratic,74568,Jonathan D. Zlotnik,Gardner,Democratic,74568,Jonathan D. Zlotnik,Gardner,7667,0.534994068801898,82175,Bruce K. Chester,Gardner,6664,0.465005931198102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.06998813760379602,FALSE,2022,-0.504860745475199,R+1
Legislative,8,State Representative,Third Worcester,3rd Worcester,58876,154518,2022-11-08,FALSE,11390,501,7,2,78496,Michael P. Kushmerek,Fitchburg,Democratic,78496,Michael P. Kushmerek,Fitchburg,Democratic,78496,Michael P. Kushmerek,Fitchburg,6824,0.6270906083440544,88381,Aaron L. Packard,Fitchburg,4058,0.3729093916559456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.2541812166881088,FALSE,2022,8.98211824969406,D+9
Legislative,8,State Representative,Fourth Worcester,4th Worcester,58877,154538,2022-11-08,FALSE,14451,737,11,2,78423,Natalie Higgins,Leominster,Democratic,78423,Natalie Higgins,Leominster,Democratic,78423,Natalie Higgins,Leominster,7193,0.5249215500255419,NA,NA,NA,NA,NA,89492,John M. Dombrowski,Leominster,6510,0.47507844997445814,Unenrolled,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.04984310005108372,FALSE,2022,5.17378816964086,D+5
Legislative,8,State Representative,Seventh Worcester,7th Worcester,58880,154414,2022-11-08,FALSE,18040,1477,64,2,62972,Paul K. Frost,Auburn,Republican,62972,Paul K. Frost,Auburn,Republican,NA,NA,NA,NA,NA,62972,Paul K. Frost,Auburn,12432,0.7535002121340687,78012,Terry Burke Dotson,Millbury,4067,0.24649978786593127,Unenrolled,NA,NA,NA,NA,NA,NA,2022,GOP_Incumbent,FALSE,-0.5070004242681374,FALSE,2022,-0.625071613693128,R+1
Legislative,8,State Representative,Eleventh Worcester,11th Worcester,58884,154576,2022-11-08,FALSE,16161,466,5,2,78173,Hannah E. Kane,Shrewsbury,Republican,78173,Hannah E. Kane,Shrewsbury,Republican,88419,Stephen Fishman,Shrewsbury,6496,0.4140216698534098,78173,Hannah E. Kane,Shrewsbury,9194,0.5859783301465902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,GOP_Incumbent,FALSE,-0.17195666029318035,FALSE,2022,12.3646716465683,D+12
Legislative,8,State Representative,Twelfth Worcester,12th Worcester,58885,154437,2022-11-08,FALSE,18863,563,9,2,82215,Meghan Kilcoyne,Clinton,Democratic,82215,Meghan Kilcoyne,Clinton,Democratic,82215,Meghan Kilcoyne,Clinton,11044,0.6037942157345142,88331,Michael A. Vulcano,Northborough,7247,0.39620578426548575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.20758843146902844,FALSE,2022,5.87262179426075,D+6
Legislative,8,State Representative,Seventeenth Worcester,17th Worcester,58890,154537,2022-11-08,FALSE,8399,367,17,2,78671,David Henry Argosky Leboeuf,Worcester,Democratic,78671,David Henry Argosky Leboeuf,Worcester,Democratic,78671,David Henry Argosky Leboeuf,Worcester,4745,0.5920149719276356,78673,Paul J. Fullen,Worcester,3270,0.4079850280723643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Dem_Incumbent,TRUE,0.18402994385527133,FALSE,2022,14.7060757769419,D+15
Legislative,8,State Representative,Nineteenth Worcester,19th Worcester,64670,154521,2022-11-08,FALSE,17638,510,8,2,74316,Kate Donaghue,Westborough,Democratic,NA,NA,NA,NA,74316,Kate Donaghue,Westborough,11560,0.6752336448598131,88383,Jonathan I. Hostage,Southborough,5560,0.3247663551401869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,No_Incumbent,TRUE,0.35046728971962615,FALSE,2022,17.5099161770318,D+18
Legislative,8,State Representative,Fourth Essex,4th Essex,58759,145905,2021-11-30,TRUE,4523,2,0,2,82160,Jamie M. Belsito,Topsfield,Democratic,NA,NA,NA,NA,82160,Jamie M. Belsito,Topsfield,2504,0.5538597655385976,84230,Robert L. Snow,Rowley,2017,0.44614023446140233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,No_Incumbent,TRUE,0.10771953107719529,FALSE,2022,19.3282183971102,D+19
Legislative,8,State Representative,Nineteenth Suffolk,19th Suffolk,58873,145846,2021-03-30,TRUE,3258,12,440,3,72209,Jeffrey Rosario Turco,Winthrop,Democratic,NA,NA,NA,NA,72209,Jeffrey Rosario Turco,Winthrop,1866,0.6650035637918745,73740,Paul A. Caruccio,Winthrop,466,0.1660727013542409,84169,Richard A. Fucillo,Winthrop,474,0.16892373485388454,Unenrolled,NA,NA,NA,NA,NA,NA,2021,No_Incumbent,TRUE,0.49607982893798996,FALSE,2022,11.961626436477,D+12
Legislative,8,State Representative,First Barnstable,1st Barnstable,58733,140829,2020-11-03,FALSE,29812,1382,12,2,78020,Timothy R. Whelan,Brewster,Republican,78020,Timothy R. Whelan,Brewster,Republican,82207,Josh Mason,Dennis,12795,0.45024280385671056,78020,Timothy R. Whelan,Brewster,15623,0.5497571961432894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,FALSE,-0.09951439228657888,TRUE,2016,3.097730395114784,D+3
Legislative,8,State Representative,Second Barnstable,2nd Barnstable,58734,140830,2020-11-03,FALSE,24713,806,13,3,82209,Kip A. Diggs,Barnstable,Democratic,63223,"William L. Crocker, Jr.",Barnstable,Republican,82209,Kip A. Diggs,Barnstable,12481,0.522348706788315,63223,"William L. Crocker, Jr.",Barnstable,10507,0.4397338243910605,82208,Michael Luis Mecenas,Barnstable,906,0.03791746882062442,Unenrolled,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,TRUE,0.08261488239725451,TRUE,2016,0.8066428192883279,D+1
Legislative,8,State Representative,Fifth Barnstable,5th Barnstable,58737,140828,2020-11-03,FALSE,27132,1015,24,2,82206,Steven G. Xiarhos,Barnstable,Republican,NA,NA,NA,NA,82205,Steven G. Xiarhos,Sandwich,12487,0.47855746752002454,82206,Steven G. Xiarhos,Barnstable,13606,0.5214425324799755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,No_Incumbent,FALSE,-0.04288506495995098,TRUE,2016,-4.067333878794233,R+4
Legislative,8,State Representative,First Bristol,1st Bristol,58742,140926,2020-11-03,FALSE,25069,1688,21,2,62682,Fred Jay Barrows,Mansfield,Republican,62682,Fred Jay Barrows,Mansfield,Republican,82256,Brendan A. Roche,Mansfield,10268,0.439554794520548,62682,Fred Jay Barrows,Mansfield,13092,0.5604452054794521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,FALSE,-0.12089041095890407,TRUE,2016,0.6068532226895296,D+1
Legislative,8,State Representative,Third Bristol,3rd Bristol,58744,140743,2020-06-02,TRUE,3850,9,0,2,70523,Carol A. Doherty,Taunton,Democratic,NA,NA,NA,NA,70523,Carol A. Doherty,Taunton,2195,0.571465764123926,80808,Kelly A. Dooner,Taunton,1646,0.4285342358760739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,No_Incumbent,TRUE,0.1429315282478521,FALSE,2016,4.80059243152986,D+5
Legislative,8,State Representative,Third Bristol,3rd Bristol,58744,140917,2020-11-03,FALSE,20967,1122,20,2,70523,Carol A. Doherty,Taunton,Democratic,70523,Carol A. Doherty,Taunton,Democratic,70523,Carol A. Doherty,Taunton,11505,0.580327868852459,80808,Kelly A. Dooner,Taunton,8320,0.419672131147541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.16065573770491803,TRUE,2016,4.80059243152986,D+5
Legislative,8,State Representative,Eighth Bristol,8th Bristol,58749,140921,2020-11-03,FALSE,21961,1344,13,2,74519,"Paul Schmid, III",Westport,Democratic,74519,"Paul Schmid, III",Westport,Democratic,74519,"Paul Schmid, III",Westport,11751,0.570326150262085,82254,Evan Gendreau,Westport,8853,0.42967384973791495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.14065230052417005,TRUE,2016,5.0905926451092265,D+5
Legislative,8,State Representative,Fourteenth Bristol,14th Bristol,58755,140814,2020-11-03,FALSE,24107,1309,12,2,82188,Adam J. Scanlon,North Attleborough,Democratic,NA,NA,NA,NA,82188,Adam J. Scanlon,North Attleborough,12406,0.5444571227946985,82329,John D. Simmons,North Attleborough,10380,0.4555428772053015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,No_Incumbent,TRUE,0.08891424558939698,TRUE,2016,-1.4562337590348085,R+1
Legislative,8,State Representative,First Essex,1st Essex,58756,140782,2020-11-03,FALSE,28955,793,11,2,74542,James M. Kelcourse,Amesbury,Republican,74542,James M. Kelcourse,Amesbury,Republican,82162,Amber Hewett,Newburyport,13614,0.4836062662072395,74542,James M. Kelcourse,Amesbury,14537,0.5163937337927604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,FALSE,-0.032787467585520924,TRUE,2016,9.056363127897503,D+9
Legislative,8,State Representative,Second Essex,2nd Essex,58757,140875,2020-11-03,FALSE,30509,1192,19,2,74593,Leonard Mirra,Georgetown,Republican,74593,Leonard Mirra,Georgetown,Republican,78630,Christina Eckert,Boxford,14272,0.48713222745579904,74593,Leonard Mirra,Georgetown,15026,0.512867772544201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,FALSE,-0.02573554508840198,TRUE,2016,-1.3498545817611896,R+1
Legislative,8,State Representative,Sixth Essex,6th Essex,58761,140844,2020-11-03,FALSE,24704,2266,2,2,62723,Jerald A. Parisella,Beverly,Democratic,62723,Jerald A. Parisella,Beverly,Democratic,62723,Jerald A. Parisella,Beverly,17910,0.7982706364770904,NA,NA,NA,NA,NA,78152,Euplio R. Marciano,Beverly,4526,0.2017293635229096,Unenrolled,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.5965412729541808,TRUE,2016,10.177867317641777,D+10
Legislative,8,State Representative,Thirteenth Essex,13th Essex,58768,140904,2020-11-03,FALSE,27322,1293,13,5,70818,Sally P. Kerans,Danvers,Democratic,70818,Sally P. Kerans,Danvers,Democratic,70818,Sally P. Kerans,Danvers,11989,0.5023464342579401,82249,"Robert E. May, Jr",Peabody,9617,0.4029581831894746,82334,William J. Bates,Danvers,2260,0.09469538255258526,Unenrolled,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.09938825106846555,TRUE,2016,-1.96363481821642,R+2
Legislative,8,State Representative,Eighteenth Essex,18th Essex,58773,140788,2020-11-03,FALSE,28966,1310,39,2,78568,Tram T. Nguyen,Andover,Democratic,78568,Tram T. Nguyen,Andover,Democratic,78568,Tram T. Nguyen,Andover,17224,0.6236738240938552,82163,Jeffrey Peter Dufour,Tewksbury,10393,0.3763261759061448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.24734764818771038,TRUE,2016,-0.2477843220161868,EVEN
Legislative,8,State Representative,Second Franklin,2nd Franklin,58775,140812,2020-11-03,FALSE,22747,1679,83,2,78007,Susannah M. Whipps Lee,Athol,Unenrolled,78007,Susannah M. Whipps Lee,Athol,Unenrolled,82177,William E. Larose,Athol,6907,0.3291398618060519,NA,NA,NA,NA,NA,78007,Susannah M. Whipps Lee,Athol,14078,0.6708601381939481,Unenrolled,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,FALSE,-0.34172027638789615,TRUE,2016,2.688842385752121,D+3
Legislative,8,State Representative,Third Hampden,3rd Hampden,58778,140776,2020-11-03,FALSE,23032,917,4,2,62768,Nicholas A. Boldyga,Southwick,Republican,62768,Nicholas A. Boldyga,Southwick,Republican,82158,Kerri A. O'Connor,Agawam,8305,0.3756049025371987,62768,Nicholas A. Boldyga,Southwick,13806,0.6243950974628013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,FALSE,-0.24879019492560261,TRUE,2016,-6.054325139561789,R+6
Legislative,8,State Representative,Fourth Hampden,4th Hampden,58779,140989,2020-11-03,FALSE,20784,728,16,4,82283,Kelly W. Pease,Westfield,Republican,NA,NA,NA,NA,82282,Matthew J. Garlo,Westfield,7858,0.39211576846307383,82283,Kelly W. Pease,Westfield,9476,0.4728542914171657,82342,Ethan Flaherty,Westfield,1854,0.09251497005988024,Unenrolled,77956,Dan Allie,Westfield,852,0.04251497005988024,Republican,2020,No_Incumbent,FALSE,-0.08073852295409184,TRUE,2016,-1.8975473729829109,R+2
Legislative,8,State Representative,Seventh Hampden,7th Hampden,58782,140834,2020-11-03,FALSE,23446,1055,36,2,82211,Jacob R. Oliveira,Ludlow,Democratic,NA,NA,NA,NA,82211,Jacob R. Oliveira,Ludlow,11262,0.5037799150078283,78027,James Chip Harrington,Ludlow,11093,0.4962200849921718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,No_Incumbent,TRUE,0.007559830015656466,TRUE,2016,3.6870494355464967,D+4
Legislative,8,State Representative,Ninth Hampden,9th Hampden,58784,140899,2020-11-03,FALSE,17528,2029,132,2,82245,Orlando Ramos,Springfield,Democratic,NA,NA,NA,NA,82245,Orlando Ramos,Springfield,12311,0.801132296479469,NA,NA,NA,NA,NA,62781,Robert J. Underwood,Springfield,3056,0.198867703520531,Unenrolled,NA,NA,NA,NA,NA,NA,2020,No_Incumbent,TRUE,0.6022645929589381,TRUE,2016,20.433976803221366,D+20
Legislative,8,State Representative,Eleventh Hampden,11th Hampden,58786,140983,2020-11-03,FALSE,13926,1201,103,2,72455,Bud L. Williams,Springfield,Democratic,72455,Bud L. Williams,Springfield,Democratic,72455,Bud L. Williams,Springfield,10566,0.8371098082712723,82280,"Prince Golphin, Jr",Springfield,2056,0.16289019172872762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.6742196165425447,TRUE,2016,34.626903484381224,D+35
Legislative,8,State Representative,First Middlesex,1st Middlesex,58791,140805,2020-11-03,FALSE,26626,995,21,2,62791,Sheila C. Harrington,Groton,Republican,62791,Sheila C. Harrington,Groton,Republican,82176,Deborah L. Busser,Groton,12407,0.4844591956267083,62791,Sheila C. Harrington,Groton,13203,0.5155408043732916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,GOP_Incumbent,FALSE,-0.031081608746583334,TRUE,2016,-1.6796353722771773,R+2
Legislative,8,State Representative,Fourth Middlesex,4th Middlesex,58794,140960,2020-11-03,FALSE,22108,2364,64,2,62799,Danielle W. Gregoire,Marlborough,Democratic,62799,Danielle W. Gregoire,Marlborough,Democratic,62799,Danielle W. Gregoire,Marlborough,13989,0.7108231707317073,NA,NA,NA,NA,NA,82339,Syed H. Hashmi,Westborough,5691,0.2891768292682927,Unenrolled,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.4216463414634146,TRUE,2016,8.849417536174043,D+9
Legislative,8,State Representative,Ninth Middlesex,9th Middlesex,58799,140947,2020-11-03,FALSE,23671,2433,69,2,62810,Thomas M. Stanley,Waltham,Democratic,62810,Thomas M. Stanley,Waltham,Democratic,62810,Thomas M. Stanley,Waltham,15590,0.7364542491378903,NA,NA,NA,NA,NA,82338,"George A. Darcy, III",Waltham,5579,0.2635457508621097,Unenrolled,NA,NA,NA,NA,NA,NA,2020,Dem_Incumbent,TRUE,0.4729084982757806,TRUE,2016,13.87042934048397,D+14
